read_date,user_uuid,category,journalist_id,language,length,country,subscription_date,platform,article_id,stars,read_month,user_type,total_reads,unique_categories,cluster,persona
2023-10-28,73,news,100,fr,long,fr,2020-11-14,pc,631371,2,2023-10,Moderato,5,3,0,Esploratore
2023-09-16,142,finance,100,fr,long,fr,2022-05-20,pc,631728,2,2023-09,Fedele,6,3,0,Super Lettore
2023-04-15,244,news,100,en,long,uk,2021-05-25,tablet,633904,4,2023-04,Moderato,3,2,1,Esploratore
2023-01-02,233,sport,107,fr,long,fr,2021-06-11,mobile,331822,4,2023-01,Moderato,4,4,0,Esploratore
2023-09-22,142,weather,121,en,short,uk,2022-05-20,tablet,713631,5,2023-09,Fedele,6,3,0,Super Lettore
2022-02-25,194,finance,112,fr,short,fr,2021-08-21,mobile,611847,3,2022-02,Moderato,4,4,0,Esploratore
2023-10-23,4,weather,117,en,long,uk,2022-05-10,tablet,733450,2,2023-10,Occasionale,2,2,1,Mordi e Fuggi
2023-04-01,101,weather,112,it,long,it,2021-05-06,pc,732444,1,2023-04,Moderato,4,4,0,Esploratore
2023-02-05,6,finance,115,it,long,it,2020-09-14,tablet,63265,3,2023-02,Fedele,7,4,2,Super Lettore
2023-01-25,193,economy,115,it,short,it,2021-11-14,mobile,212468,4,2023-01,Moderato,4,3,0,Esploratore
2022-01-08,135,weather,121,en,long,uk,2021-08-16,tablet,733687,3,2022-01,Fedele,8,3,2,Super Lettore
2023-03-01,44,news,107,en,long,uk,2020-12-09,tablet,633267,4,2023-03,Moderato,5,4,0,Esploratore
2023-07-21,22,lifestyle,117,en,long,uk,2022-01-25,pc,133714,2,2023-07,Moderato,4,2,1,Esploratore
2023-05-26,57,finance,120,fr,short,fr,2020-07-11,pc,611851,4,2023-05,Moderato,5,4,0,Esploratore
2022-07-12,66,finance,108,en,short,uk,2020-03-19,pc,613130,4,2022-07,Moderato,4,3,0,Esploratore
2022-04-04,144,weather,108,it,short,it,2020-04-13,pc,712928,4,2022-04,Moderato,5,3,0,Esploratore
2022-11-05,14,sport,117,it,long,it,2021-01-14,tablet,332335,1,2022-11,Fedele,7,6,2,Super Lettore
2022-06-07,98,finance,101,fr,short,fr,2020-09-26,pc,611266,5,2022-06,Fedele,10,5,2,Super Lettore
2023-02-06,93,sport,117,en,medium,uk,2021-07-04,tablet,323835,2,2023-02,Moderato,5,4,0,Esploratore
2023-10-20,140,art,113,en,long,uk,2021-10-03,mobile,533864,4,2023-10,Fedele,6,5,0,Super Lettore
2023-01-19,63,sport,115,fr,long,fr,2020-02-27,tablet,33177,3,2023-01,Occasionale,2,2,1,Mordi e Fuggi
2023-11-28,228,sport,114,fr,long,fr,2022-05-23,pc,33121,3,2023-11,Moderato,3,3,1,Esploratore
2023-11-22,41,lifestyle,114,fr,long,fr,2021-08-01,tablet,131416,5,2023-11,Moderato,5,4,0,Esploratore
2023-02-04,35,weather,107,en,medium,uk,2022-07-19,pc,723444,3,2023-02,Moderato,5,3,0,Esploratore
2023-09-16,135,economy,112,fr,long,fr,2021-08-16,tablet,231328,2,2023-09,Fedele,8,3,2,Super Lettore
2023-12-13,5,news,117,fr,medium,fr,2022-01-25,tablet,621389,3,2023-12,Moderato,4,3,0,Esploratore
2023-04-07,179,finance,112,it,long,it,2022-04-13,mobile,632840,1,2023-04,Moderato,4,2,1,Esploratore
2023-02-23,99,weather,114,en,short,uk,2022-01-20,tablet,713408,3,2023-02,Fedele,6,4,0,Super Lettore
2021-09-17,39,lifestyle,110,it,long,it,2020-08-03,pc,132524,3,2021-09,Fedele,8,4,2,Super Lettore
2023-08-23,90,sport,103,it,long,it,2022-03-13,tablet,332148,3,2023-08,Fedele,8,3,2,Super Lettore
2023-12-03,2,weather,111,it,long,it,2022-01-06,tablet,732230,4,2023-12,Fedele,6,5,0,Super Lettore
2023-11-12,99,news,119,fr,short,fr,2022-01-20,pc,611753,5,2023-11,Fedele,6,4,0,Super Lettore
2023-04-19,52,sport,103,en,medium,uk,2022-03-15,mobile,323974,4,2023-04,Moderato,4,2,1,Esploratore
2021-09-25,60,sport,101,en,long,uk,2020-11-10,pc,333824,1,2021-09,Moderato,3,3,1,Esploratore
2023-08-01,179,weather,102,en,long,uk,2022-04-13,tablet,733605,5,2023-08,Moderato,4,2,1,Esploratore
2021-12-13,76,lifestyle,122,en,long,uk,2020-05-14,mobile,133165,5,2021-12,Moderato,4,3,0,Esploratore
2021-08-11,19,weather,112,it,long,it,2020-04-12,tablet,732220,2,2021-08,Fedele,6,2,0,Super Lettore
2022-06-03,193,weather,118,it,long,it,2021-11-14,pc,732467,1,2022-06,Moderato,4,3,0,Esploratore
2023-10-13,160,art,112,fr,short,fr,2021-01-01,pc,511951,4,2023-10,Moderato,3,3,1,Esploratore
2022-09-13,147,weather,109,it,long,it,2021-02-21,tablet,732955,5,2022-09,Fedele,6,4,0,Super Lettore
2022-11-17,18,sport,106,it,long,it,2021-12-14,pc,33259,2,2022-11,Fedele,9,4,2,Super Lettore
2023-06-18,147,weather,118,fr,long,fr,2021-02-21,mobile,7311000,3,2023-06,Fedele,6,4,0,Super Lettore
2022-07-17,80,economy,107,fr,short,fr,2021-07-07,mobile,21124,1,2022-07,Fedele,6,4,0,Super Lettore
2022-03-10,19,sport,121,it,short,it,2020-04-12,tablet,312201,1,2022-03,Fedele,6,2,0,Super Lettore
2022-08-04,40,weather,122,it,long,it,2021-09-08,tablet,732108,3,2022-08,Fedele,6,4,0,Super Lettore
2023-08-02,22,lifestyle,109,it,long,it,2022-01-25,mobile,132740,5,2023-08,Moderato,4,2,1,Esploratore
2021-09-04,202,news,122,en,long,uk,2020-02-04,tablet,63327,1,2021-09,Occasionale,2,2,1,Mordi e Fuggi
2023-05-23,131,finance,102,en,short,uk,2022-03-26,tablet,613455,1,2023-05,Moderato,5,3,0,Esploratore
2023-12-06,31,weather,103,it,long,it,2022-09-07,mobile,732716,3,2023-12,Moderato,3,2,1,Esploratore
2022-03-23,240,news,115,en,long,uk,2021-01-15,tablet,633696,4,2022-03,Fedele,6,4,0,Super Lettore
2023-04-22,208,sport,100,fr,long,fr,2022-11-20,mobile,331682,2,2023-04,Fedele,6,3,0,Super Lettore
2022-11-27,183,economy,116,fr,short,fr,2021-08-20,pc,211945,4,2022-11,Moderato,5,4,0,Esploratore
2023-11-14,240,weather,117,en,short,uk,2021-01-15,tablet,713105,3,2023-11,Fedele,6,4,0,Super Lettore
2023-04-19,122,weather,110,en,medium,uk,2022-12-17,pc,723634,4,2023-04,Moderato,4,2,1,Esploratore
2021-03-28,66,weather,104,fr,short,fr,2020-03-19,tablet,711216,4,2021-03,Moderato,4,3,0,Esploratore
2023-05-13,86,sport,119,fr,short,fr,2022-11-14,mobile,311691,5,2023-05,Moderato,3,2,1,Esploratore
2023-02-21,157,weather,103,it,medium,it,2020-02-12,mobile,722851,4,2023-02,Fedele,12,6,2,Super Lettore
2023-01-02,114,economy,105,it,short,it,2022-07-08,tablet,212698,1,2023-01,Fedele,7,4,2,Super Lettore
2022-07-26,107,sport,107,en,long,uk,2020-11-14,tablet,333502,3,2022-07,Occasionale,2,1,1,Mordi e Fuggi
2023-08-13,210,economy,118,en,short,uk,2022-09-24,tablet,213307,1,2023-08,Moderato,4,4,0,Esploratore
2022-01-10,101,finance,114,it,long,it,2021-05-06,tablet,632202,4,2022-01,Moderato,4,4,0,Esploratore
2023-12-28,144,sport,110,it,short,it,2020-04-13,tablet,312601,5,2023-12,Moderato,5,3,0,Esploratore
2023-11-08,128,sport,109,fr,short,fr,2021-01-26,pc,311907,3,2023-11,Moderato,4,4,0,Esploratore
2023-07-13,167,finance,114,it,medium,it,2022-09-27,mobile,622568,1,2023-07,Moderato,3,2,1,Esploratore
2022-10-13,92,news,109,fr,long,fr,2021-10-24,tablet,631275,2,2022-10,Occasionale,2,1,1,Mordi e Fuggi
2022-07-21,166,weather,110,fr,short,fr,2021-07-22,mobile,711996,2,2022-07,Moderato,4,4,0,Esploratore
2023-03-03,176,sport,118,en,short,uk,2021-01-07,mobile,313415,5,2023-03,Occasionale,2,2,1,Mordi e Fuggi
2022-08-12,159,news,109,en,long,uk,2021-06-21,mobile,6332,3,2022-08,Occasionale,2,2,1,Mordi e Fuggi
2021-10-12,185,news,114,it,long,it,2020-10-21,tablet,632880,5,2021-10,Moderato,3,3,1,Esploratore
2023-10-13,90,news,116,fr,short,fr,2022-03-13,pc,611663,3,2023-10,Fedele,8,3,2,Super Lettore
2022-08-25,108,art,121,en,short,uk,2021-12-08,tablet,513232,2,2022-08,Moderato,5,5,0,Esploratore
2023-06-27,192,sport,118,fr,medium,fr,2020-05-01,tablet,321873,2,2023-06,Moderato,4,2,1,Esploratore
2023-03-26,9,art,122,it,long,it,2021-03-21,tablet,532559,4,2023-03,Moderato,3,2,1,Esploratore
2023-01-21,47,weather,121,fr,short,fr,2022-08-10,pc,711584,4,2023-01,Moderato,4,3,0,Esploratore
2022-11-08,121,news,103,it,short,it,2020-11-03,tablet,612403,5,2022-11,Moderato,5,3,0,Esploratore
2023-11-12,157,economy,119,it,short,it,2020-02-12,tablet,212923,5,2023-11,Fedele,12,6,2,Super Lettore
2023-10-06,239,sport,102,en,short,uk,2020-02-04,tablet,313472,4,2023-10,Moderato,5,3,0,Esploratore
2022-10-07,149,weather,101,it,long,it,2020-05-11,tablet,732793,1,2022-10,Fedele,6,4,0,Super Lettore
2021-10-05,192,sport,104,fr,short,fr,2020-05-01,pc,311926,2,2021-10,Moderato,4,2,1,Esploratore
2023-11-12,154,sport,113,en,short,uk,2022-06-27,tablet,313141,4,2023-11,Moderato,4,3,0,Esploratore
2022-12-11,161,sport,119,it,long,it,2021-10-23,tablet,332883,1,2022-12,Moderato,3,2,1,Esploratore
2023-12-01,134,finance,122,it,short,it,2022-11-20,pc,612149,3,2023-12,Moderato,3,3,1,Esploratore
2023-08-02,90,weather,120,en,long,uk,2022-03-13,pc,733478,3,2023-08,Fedele,8,3,2,Super Lettore
2023-01-12,233,finance,116,en,long,uk,2021-06-11,pc,633679,4,2023-01,Moderato,4,4,0,Esploratore
2022-05-10,102,weather,112,en,short,uk,2021-05-10,tablet,713380,1,2022-05,Fedele,9,5,2,Super Lettore
2022-10-07,147,weather,119,it,long,it,2021-02-21,pc,732807,3,2022-10,Fedele,6,4,0,Super Lettore
2021-06-02,110,weather,110,it,medium,it,2020-01-06,pc,722139,4,2021-06,Moderato,3,3,1,Esploratore
2021-09-12,223,weather,104,it,medium,it,2020-12-01,pc,722706,2,2021-09,Occasionale,2,2,1,Mordi e Fuggi
2023-09-05,188,weather,122,it,medium,it,2022-06-13,tablet,722397,5,2023-09,Fedele,6,3,0,Super Lettore
2022-01-21,219,lifestyle,122,fr,long,fr,2021-12-24,pc,131218,1,2022-01,Fedele,8,6,2,Super Lettore
2022-03-08,135,weather,113,en,medium,uk,2021-08-16,mobile,723441,2,2022-03,Fedele,8,3,2,Super Lettore
2023-08-06,35,weather,111,it,medium,it,2022-07-19,mobile,722671,1,2023-08,Moderato,5,3,0,Esploratore
2023-06-20,114,finance,121,it,long,it,2022-07-08,tablet,632276,2,2023-06,Fedele,7,4,2,Super Lettore
2022-06-15,229,art,111,it,long,it,2021-04-24,tablet,532957,3,2022-06,Moderato,5,5,0,Esploratore
2022-03-26,44,weather,118,it,short,it,2020-12-09,tablet,712659,4,2022-03,Moderato,5,4,0,Esploratore
2021-08-03,115,finance,115,en,medium,uk,2020-01-08,pc,623947,1,2021-08,Fedele,9,5,2,Super Lettore
2023-07-01,122,weather,113,it,long,it,2022-12-17,tablet,732873,5,2023-07,Moderato,4,2,1,Esploratore
2023-05-06,100,news,100,en,long,uk,2022-02-02,pc,633539,2,2023-05,Fedele,6,3,0,Super Lettore
2021-10-23,60,finance,105,it,short,it,2020-11-10,mobile,612498,2,2021-10,Moderato,3,3,1,Esploratore
2023-07-04,143,finance,121,it,long,it,2022-05-22,mobile,632299,3,2023-07,Fedele,6,2,0,Super Lettore
2022-09-14,238,sport,106,it,short,it,2020-09-16,tablet,312698,4,2022-09,Moderato,4,3,0,Esploratore
2023-09-04,38,weather,106,it,long,it,2021-01-02,mobile,732628,2,2023-09,Moderato,4,2,1,Esploratore
2022-11-08,207,lifestyle,111,it,short,it,2020-01-11,tablet,112255,3,2022-11,Moderato,4,3,0,Esploratore
2023-01-18,163,sport,109,en,long,uk,2022-11-28,tablet,333937,4,2023-01,Fedele,7,4,2,Super Lettore
2023-02-04,13,weather,117,it,short,it,2022-05-22,mobile,712645,4,2023-02,Fedele,10,5,2,Super Lettore
2023-03-08,216,finance,114,it,long,it,2021-10-08,pc,632774,4,2023-03,Occasionale,2,2,1,Mordi e Fuggi
2023-10-20,95,art,107,it,long,it,2022-03-10,mobile,53267,5,2023-10,Moderato,3,3,1,Esploratore
2022-04-10,135,weather,121,it,long,it,2021-08-16,pc,732193,3,2022-04,Fedele,8,3,2,Super Lettore
2023-10-26,99,sport,119,it,long,it,2022-01-20,tablet,332668,3,2023-10,Fedele,6,4,0,Super Lettore
2022-12-21,60,news,111,fr,long,fr,2020-11-10,pc,631837,4,2022-12,Moderato,3,3,1,Esploratore
2022-07-01,147,sport,100,en,medium,uk,2021-02-21,tablet,32394,1,2022-07,Fedele,6,4,0,Super Lettore
2023-09-16,139,sport,110,fr,short,fr,2020-03-28,tablet,31116,2,2023-09,Moderato,4,4,0,Esploratore
2023-04-20,36,sport,106,it,short,it,2021-02-07,tablet,312139,5,2023-04,Occasionale,2,2,1,Mordi e Fuggi
2023-12-12,50,economy,120,it,long,it,2021-02-18,tablet,232788,5,2023-12,Moderato,3,2,1,Esploratore
2022-04-14,158,news,100,en,short,uk,2020-03-18,tablet,613354,2,2022-04,Moderato,3,3,1,Esploratore
2023-04-17,142,finance,116,en,short,uk,2022-05-20,mobile,613547,1,2023-04,Fedele,6,3,0,Super Lettore
2023-04-22,10,finance,116,fr,medium,fr,2022-08-05,tablet,621245,3,2023-04,Moderato,5,3,0,Esploratore
2023-06-28,72,sport,108,en,long,uk,2022-10-12,tablet,333454,4,2023-06,Fedele,7,5,2,Super Lettore
2023-11-18,131,finance,117,it,long,it,2022-03-26,tablet,632438,5,2023-11,Moderato,5,3,0,Esploratore
2021-11-16,34,sport,101,en,long,uk,2020-12-10,pc,333997,2,2021-11,Fedele,6,3,0,Super Lettore
2022-07-24,77,lifestyle,112,en,short,uk,2020-06-01,tablet,113475,2,2022-07,Moderato,5,4,0,Esploratore
2023-06-09,151,news,118,it,long,it,2020-12-02,tablet,63284,4,2023-06,Fedele,6,5,0,Super Lettore
2022-09-21,222,sport,105,it,short,it,2021-05-05,mobile,312542,2,2022-09,Moderato,4,4,0,Esploratore
2022-10-05,189,weather,105,it,long,it,2021-06-05,tablet,732953,5,2022-10,Moderato,4,3,0,Esploratore
2022-07-13,172,sport,111,it,short,it,2020-04-22,pc,312141,3,2022-07,Fedele,6,4,0,Super Lettore
2022-01-16,224,finance,114,en,short,uk,2020-06-04,pc,613307,3,2022-01,Moderato,3,3,1,Esploratore
2022-04-13,152,lifestyle,112,it,long,it,2021-10-01,tablet,13283,3,2022-04,Moderato,3,2,1,Esploratore
2023-05-04,168,weather,101,fr,short,fr,2022-10-15,tablet,71110,5,2023-05,Moderato,4,3,0,Esploratore
2023-11-14,62,sport,120,en,long,uk,2022-09-03,tablet,333950,4,2023-11,Occasionale,2,2,1,Mordi e Fuggi
2023-08-26,241,weather,119,it,long,it,2022-05-11,tablet,732195,3,2023-08,Fedele,10,4,2,Super Lettore
2023-10-19,175,economy,120,it,long,it,2021-02-27,tablet,232653,1,2023-10,Moderato,4,4,0,Esploratore
2023-04-23,19,weather,108,en,long,uk,2020-04-12,tablet,733316,2,2023-04,Fedele,6,2,0,Super Lettore
2023-02-21,200,art,106,it,short,it,2022-03-24,pc,512802,1,2023-02,Moderato,3,3,1,Esploratore
2022-02-10,46,economy,120,it,long,it,2021-05-08,pc,232619,4,2022-02,Fedele,8,4,2,Super Lettore
2023-01-22,12,news,115,fr,short,fr,2022-08-21,tablet,611242,1,2023-01,Moderato,3,3,1,Esploratore
2023-12-02,66,news,117,fr,short,fr,2020-03-19,pc,611223,2,2023-12,Moderato,4,3,0,Esploratore
2023-08-23,148,weather,104,en,medium,uk,2021-04-24,tablet,723384,2,2023-08,Fedele,6,4,0,Super Lettore
2023-05-22,100,weather,119,fr,short,fr,2022-02-02,tablet,71176,2,2023-05,Fedele,6,3,0,Super Lettore
2023-09-22,82,weather,102,en,long,uk,2022-01-21,pc,733441,1,2023-09,Fedele,6,4,0,Super Lettore
2021-03-23,187,news,112,it,long,it,2020-05-03,pc,632745,4,2021-03,Fedele,7,3,2,Super Lettore
2023-07-19,189,weather,108,it,short,it,2021-06-05,mobile,712605,1,2023-07,Moderato,4,3,0,Esploratore
2021-01-06,39,lifestyle,107,it,long,it,2020-08-03,tablet,132431,5,2021-01,Fedele,8,4,2,Super Lettore
2023-12-08,73,news,116,en,medium,uk,2020-11-14,tablet,623834,4,2023-12,Moderato,5,3,0,Esploratore
2023-10-11,215,art,122,it,medium,it,2022-05-05,tablet,522918,4,2023-10,Moderato,4,4,0,Esploratore
2023-07-15,183,weather,100,fr,long,fr,2021-08-20,tablet,731630,5,2023-07,Moderato,5,4,0,Esploratore
2023-11-09,236,weather,110,en,short,uk,2022-05-19,tablet,713803,1,2023-11,Occasionale,2,2,1,Mordi e Fuggi
2021-09-07,115,lifestyle,102,fr,medium,fr,2020-01-08,pc,121879,4,2021-09,Fedele,9,5,2,Super Lettore
2023-01-06,145,weather,114,it,short,it,2020-01-13,mobile,712504,2,2023-01,Fedele,7,4,2,Super Lettore
2022-04-14,229,news,101,en,long,uk,2021-04-24,tablet,63351,4,2022-04,Moderato,5,5,0,Esploratore
2023-03-20,64,art,107,en,short,uk,2022-11-04,pc,513958,3,2023-03,Moderato,4,4,0,Esploratore
2023-11-08,119,weather,101,it,long,it,2022-08-25,tablet,732380,1,2023-11,Moderato,5,3,0,Esploratore
2022-03-23,123,news,122,en,short,uk,2021-09-19,tablet,613666,5,2022-03,Fedele,6,6,2,Super Lettore
2023-04-11,146,weather,122,it,medium,it,2020-04-26,pc,722746,4,2023-04,Fedele,6,3,0,Super Lettore
2023-10-18,98,weather,112,it,long,it,2020-09-26,pc,732115,5,2023-10,Fedele,10,5,2,Super Lettore
2023-11-27,178,sport,107,en,long,uk,2022-06-15,pc,33378,2,2023-11,Moderato,4,3,0,Esploratore
2023-09-13,103,news,113,en,long,uk,2020-03-25,pc,633410,3,2023-09,Moderato,5,3,0,Esploratore
2022-03-24,180,weather,115,it,long,it,2021-02-08,tablet,732108,1,2022-03,Moderato,3,2,1,Esploratore
2023-08-15,28,weather,108,fr,long,fr,2022-06-01,pc,73133,4,2023-08,Moderato,5,3,0,Esploratore
2023-12-23,217,weather,100,en,short,uk,2022-02-07,tablet,713968,3,2023-12,Occasionale,2,1,1,Mordi e Fuggi
2022-01-23,127,economy,105,it,long,it,2021-05-26,pc,232595,1,2022-01,Occasionale,2,2,1,Mordi e Fuggi
2023-11-01,115,sport,107,en,short,uk,2020-01-08,pc,313606,2,2023-11,Fedele,9,5,2,Super Lettore
2023-06-22,13,weather,109,it,medium,it,2022-05-22,pc,722624,5,2023-06,Fedele,10,5,2,Super Lettore
2023-03-11,99,sport,122,fr,long,fr,2022-01-20,pc,331724,5,2023-03,Fedele,6,4,0,Super Lettore
2023-07-10,45,weather,113,en,long,uk,2022-10-16,pc,733275,1,2023-07,Moderato,4,4,0,Esploratore
2022-01-03,164,weather,118,en,long,uk,2021-02-20,tablet,733103,1,2022-01,Moderato,4,3,0,Esploratore
2023-04-07,151,weather,118,fr,long,fr,2020-12-02,pc,73182,2,2023-04,Fedele,6,5,0,Super Lettore
2021-08-04,153,weather,101,en,short,uk,2020-06-14,mobile,713989,2,2021-08,Occasionale,2,2,1,Mordi e Fuggi
2023-07-24,217,weather,101,it,medium,it,2022-02-07,tablet,722975,3,2023-07,Occasionale,2,1,1,Mordi e Fuggi
2023-05-14,120,art,104,it,long,it,2021-09-23,tablet,532974,4,2023-05,Fedele,6,5,0,Super Lettore
2022-12-06,77,finance,119,fr,medium,fr,2020-06-01,pc,621724,2,2022-12,Moderato,5,4,0,Esploratore
2023-12-01,61,weather,119,en,long,uk,2020-08-09,tablet,733358,4,2023-12,Moderato,4,3,0,Esploratore
2021-06-17,144,news,108,it,short,it,2020-04-13,pc,612262,5,2021-06,Moderato,5,3,0,Esploratore
2022-08-20,58,sport,102,it,medium,it,2021-11-18,pc,322791,1,2022-08,Occasionale,2,2,1,Mordi e Fuggi
2023-08-24,67,sport,115,it,short,it,2020-10-01,tablet,312295,3,2023-08,Moderato,3,2,1,Esploratore
2022-09-12,238,sport,100,fr,short,fr,2020-09-16,tablet,311611,2,2022-09,Moderato,4,3,0,Esploratore
2023-08-08,30,finance,100,it,short,it,2021-01-23,pc,612626,1,2023-08,Moderato,4,2,1,Esploratore
2023-08-10,15,sport,114,en,long,uk,2022-05-13,pc,333306,5,2023-08,Fedele,6,5,0,Super Lettore
2023-08-28,106,sport,106,it,long,it,2022-12-23,tablet,332502,5,2023-08,Fedele,6,4,0,Super Lettore
2023-08-14,28,weather,114,en,medium,uk,2022-06-01,pc,72389,2,2023-08,Moderato,5,3,0,Esploratore
2022-12-25,219,lifestyle,106,it,short,it,2021-12-24,tablet,112271,5,2022-12,Fedele,8,6,2,Super Lettore
2022-12-21,1,sport,108,it,long,it,2021-05-20,pc,332513,4,2022-12,Occasionale,2,1,1,Mordi e Fuggi
2023-07-14,33,economy,120,en,short,uk,2022-07-02,pc,213920,5,2023-07,Fedele,7,2,0,Super Lettore
2022-04-04,175,weather,101,it,long,it,2021-02-27,tablet,732185,1,2022-04,Moderato,4,4,0,Esploratore
2023-09-27,35,sport,101,en,long,uk,2022-07-19,tablet,333867,4,2023-09,Moderato,5,3,0,Esploratore
2023-01-02,113,weather,114,it,long,it,2021-01-18,mobile,732796,2,2023-01,Moderato,4,3,0,Esploratore
2023-09-16,115,art,112,en,short,uk,2020-01-08,mobile,513215,4,2023-09,Fedele,9,5,2,Super Lettore
2022-07-02,197,lifestyle,103,it,long,it,2021-08-08,pc,132559,4,2022-07,Occasionale,1,1,1,Mordi e Fuggi
2022-05-02,152,weather,119,en,medium,uk,2021-10-01,mobile,723712,3,2022-05,Moderato,3,2,1,Esploratore
2022-06-10,102,finance,113,en,short,uk,2021-05-10,tablet,613582,4,2022-06,Fedele,9,5,2,Super Lettore
2021-09-09,209,weather,116,it,long,it,2020-07-06,mobile,732865,1,2021-09,Fedele,7,4,2,Super Lettore
2023-07-17,133,art,108,it,long,it,2022-07-19,tablet,53250,4,2023-07,Moderato,4,3,0,Esploratore
2023-07-04,70,weather,107,fr,long,fr,2021-12-03,tablet,73121,5,2023-07,Occasionale,2,1,1,Mordi e Fuggi
2022-05-07,135,economy,113,en,short,uk,2021-08-16,tablet,213441,5,2022-05,Fedele,8,3,2,Super Lettore
2022-09-27,161,sport,103,fr,long,fr,2021-10-23,tablet,331119,2,2022-09,Moderato,3,2,1,Esploratore
2023-11-26,119,weather,101,it,long,it,2022-08-25,mobile,732262,4,2023-11,Moderato,5,3,0,Esploratore
2023-04-07,17,economy,118,it,long,it,2021-07-02,tablet,232282,4,2023-04,Moderato,3,3,1,Esploratore
2021-10-23,16,news,103,fr,short,fr,2020-04-02,tablet,611280,1,2021-10,Moderato,3,2,1,Esploratore
2022-05-12,171,weather,100,it,long,it,2021-08-09,mobile,73223,1,2022-05,Occasionale,1,1,1,Mordi e Fuggi
2023-11-11,109,sport,111,it,medium,it,2022-08-08,pc,322435,2,2023-11,Moderato,5,4,0,Esploratore
2023-03-05,50,economy,119,en,long,uk,2021-02-18,pc,233679,5,2023-03,Moderato,3,2,1,Esploratore
2023-05-21,18,weather,120,it,short,it,2021-12-14,tablet,712144,4,2023-05,Fedele,9,4,2,Super Lettore
2022-05-19,139,lifestyle,113,en,long,uk,2020-03-28,tablet,133706,1,2022-05,Moderato,4,4,0,Esploratore
2022-12-24,102,weather,117,it,short,it,2021-05-10,tablet,712530,4,2022-12,Fedele,9,5,2,Super Lettore
2022-11-28,7,finance,101,fr,medium,fr,2021-09-01,tablet,621611,3,2022-11,Moderato,4,3,0,Esploratore
2023-02-03,106,economy,122,en,short,uk,2022-12-23,mobile,213133,4,2023-02,Fedele,6,4,0,Super Lettore
2023-07-22,130,news,115,it,medium,it,2021-02-10,pc,622996,4,2023-07,Moderato,4,3,0,Esploratore
2022-08-26,121,weather,113,it,long,it,2020-11-03,pc,732431,4,2022-08,Moderato,5,3,0,Esploratore
2023-11-08,100,weather,106,it,short,it,2022-02-02,mobile,712249,4,2023-11,Fedele,6,3,0,Super Lettore
2023-10-16,51,sport,122,it,medium,it,2022-07-09,mobile,322126,4,2023-10,Fedele,10,6,2,Super Lettore
2023-02-17,182,weather,119,it,long,it,2020-03-14,tablet,732653,1,2023-02,Moderato,3,3,1,Esploratore
2023-07-13,232,weather,103,it,short,it,2021-06-25,mobile,712777,1,2023-07,Fedele,6,3,0,Super Lettore
2023-09-11,240,weather,109,fr,short,fr,2021-01-15,tablet,711879,5,2023-09,Fedele,6,4,0,Super Lettore
2022-04-14,103,weather,100,it,short,it,2020-03-25,pc,712335,5,2022-04,Moderato,5,3,0,Esploratore
2023-07-16,20,weather,116,it,long,it,2020-02-10,tablet,732154,4,2023-07,Moderato,3,2,1,Esploratore
2022-01-13,145,weather,112,it,short,it,2020-01-13,mobile,712217,4,2022-01,Fedele,7,4,2,Super Lettore
2023-01-11,164,finance,102,fr,long,fr,2021-02-20,tablet,631499,1,2023-01,Moderato,4,3,0,Esploratore
2023-07-26,42,news,111,it,long,it,2021-03-06,tablet,632157,3,2023-07,Moderato,3,3,1,Esploratore
2023-07-01,184,sport,115,fr,medium,fr,2022-08-11,pc,32130,4,2023-07,Moderato,3,3,1,Esploratore
2023-12-08,233,art,100,it,medium,it,2021-06-11,pc,522830,4,2023-12,Moderato,4,4,0,Esploratore
2023-02-28,178,sport,104,en,medium,uk,2022-06-15,mobile,323791,1,2023-02,Moderato,4,3,0,Esploratore
2023-10-14,33,weather,116,it,long,it,2022-07-02,pc,732486,3,2023-10,Fedele,7,2,0,Super Lettore
2023-09-23,20,economy,108,it,short,it,2020-02-10,mobile,212193,3,2023-09,Moderato,3,2,1,Esploratore
2023-08-16,5,weather,109,en,long,uk,2022-01-25,tablet,73315,3,2023-08,Moderato,4,3,0,Esploratore
2022-12-25,136,sport,106,it,long,it,2021-05-07,tablet,33298,1,2022-12,Occasionale,2,2,1,Mordi e Fuggi
2023-02-25,34,weather,114,fr,short,fr,2020-12-10,tablet,711388,3,2023-02,Fedele,6,3,0,Super Lettore
2023-07-21,198,economy,122,en,long,uk,2021-07-04,tablet,233570,3,2023-07,Occasionale,2,2,1,Mordi e Fuggi
2023-02-07,61,lifestyle,100,fr,long,fr,2020-08-09,mobile,131437,2,2023-02,Moderato,4,3,0,Esploratore
2023-10-16,68,news,113,en,short,uk,2020-12-14,mobile,613494,3,2023-10,Moderato,5,3,0,Esploratore
2022-03-10,181,art,121,it,long,it,2020-12-09,mobile,53222,1,2022-03,Fedele,10,6,2,Super Lettore
2022-05-18,240,sport,110,it,long,it,2021-01-15,pc,332628,2,2022-05,Fedele,6,4,0,Super Lettore
2022-12-10,205,weather,110,it,short,it,2021-01-22,tablet,712482,4,2022-12,Fedele,6,4,0,Super Lettore
2022-11-28,187,lifestyle,112,it,medium,it,2020-05-03,pc,122385,3,2022-11,Fedele,7,3,2,Super Lettore
2023-10-04,191,sport,119,it,medium,it,2021-05-15,pc,322796,4,2023-10,Moderato,4,3,0,Esploratore
